"","sector","code","description","region","nondis","estab","employ","wage","bea.comp.st","bea.earn.st","bea.empl.st","gdp.comp.st","us.comp.gdp.ratio","us.comp.out.ratio","st.output","st.gdp.est","gdp","taxsub.est","taxsub.st","surplus.est","surplus.st","check","output","jobs.1000output.ratio","earn.output.ratio","comp.output.ratio","valueadded.output.ratio","taxsub.output.ratio","surplus.output.ratio","Code","Description","st.total.dem","rpc"
"191",190,"339930","Doll, toy, and game manufacturing",34000,0,15,62,3385082,4614968.19805086,4766150.49549855,66.2621149387214,4507667.93694299,0.53987167736022,0.195746095048189,23028137.2194592,8349517.35009305,6221258.57145264,199582.080660717,354876.931163673,2662995.19053014,1381677.03696412,0,23028137.2194592,0.00287744137996228,0.206970735412809,0.200405623523518,0.270159002100941,0.0154105791441869,0.0599995138033386,"339930","Doll, toy, and game manufacturing",89777153.1527048,0.484204331746068
"192",191,"339940","Office supplies (except paper) manufacturing",34000,0,27,342,15829020,21580104.6787968,22287049.9196937,365.510375952302,21078356.7214116,0.623470522803115,0.272351797862002,77393859.2911063,33808104.7146281,25190553.2285772,910670.722946341,1619263.76551405,8574315.11451016,4448725.3839368,0,77393859.2911063,0.00472273096729142,0.287969228099403,0.278834843958695,0.325485167160698,0.0209223804103554,0.0574816325828065,"339940","Office supplies (except paper) manufacturing",130673226.832988,0.646284517889751
"193",192,"339950","Sign manufacturing",34000,0,205,2216,115804666,157879440.077346,163051431.61582,2368.33623716462,154208666.105162,0.820430681615946,0.340321866233574,453125941.661718,187960627.949003,140050211.131105,6729588.36187904,11965882.197201,18419132.5904763,9556642.32198338,0,453125941.661718,0.00522666221333386,0.359836894391597,0.34842286781985,0.309075685707837,0.0264074092807825,0.021090477157271,"339950","Sign manufacturing",260477439.223681,0.81717840882916
"194",193,"339990","All other miscellaneous manufacturing",34000,0,150,1651,82596029,112605262.478217,116294111.79539,1764.49599619079,109987135.213302,0.73376740821125,0.280702968241888,391827474.793653,149893731.968042,111686415.598958,1080705.95669095,1921603.44321068,28663957.9914852,14872100.6655122,0,391827474.793653,0.00450324724451756,0.296799278449358,0.287384805104638,0.28503977588038,0.00490420801711939,0.0379557372114967,"339990","All other miscellaneous manufacturing",790927621.096994,0.659447111739526
"195",194,"311111","Dog and cat food manufacturing",34000,0,9,429,23313963,29512461.7353467,30773518.0002476,458.491085624379,31088686.0268802,0.295396715244043,0.0946416660490625,328488363.790677,105243844.709634,101181865.60178,678758.756060982,611601.192167909,70614316.1046891,68286598.0985441,0,328488363.790677,0.00139576050832822,0.093682216457011,0.0898432486155063,0.308022678289623,0.00186186562321471,0.207881330439024,"311111","Dog and cat food manufacturing",385460631.251535,0.86240906242145
"196",195,"311119","Other animal food manufacturing",34000,0,10,87,4502882,5700066.21026984,5943627.87141726,92.9807096720768,6004499.73752169,0.537960954446855,0.0747599155936437,80317101.6157783,11161590.2378931,10730798.807935,206169.670310497,185770.886968029,4751878.36893064,4595238.27875442,0,80317101.6157783,0.00115767013253141,0.074002021385812,0.0709695207570844,0.133605403980701,0.00231296801342162,0.0572136965392149,"311119","Other animal food manufacturing",240367658.696367,0.756390224917709
"197",196,"311210","Flour milling and malt manufacturing",34000,1,2,63,8897586,11263193.0642575,11744465.0199432,67.3308587280556,11864746.3561285,0.527315914489311,0.0832146337806432,142580046.526485,22500262.2339194,21631844.7472,1448973.92368418,1305609.94054542,8776054.82855527,8486762.48708363,0,142580046.526485,0.000472231987352793,0.0823710281070897,0.0789955771417519,0.151717195176969,0.00915703124211629,0.0595227922408286,"311210","Flour milling and malt manufacturing",480728531.356958,0.446249699480383
"198",197,"311221","Wet corn milling",34000,1,1,24,4747366,6009551.33276508,6266337.17548421,25.6498509440212,6330514.07985361,0.329987452948557,0.0670519248746494,94412115.5610107,19184105.4054879,18443677.9194439,339406.870955889,305825.368811819,12018088.7488472,11621926.5663987,0,94412115.5610107,0.000271679654582529,0.0663721720273792,0.0636523320874174,0.195352871925905,0.00323925978138039,0.123097830160245,"311221","Wet corn milling",308335430.972144,0.624148113744629
"199",198,"31122A","Soybean and other oilseed processing",34000,0,0,0,0,0,0,0,0,0.858059342421812,0.050500283179158,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"31122A","Soybean and other oilseed processing",957329555.856026,0
"200",199,"311225","Fats and oils refining and blending",34000,0,7,325,23285470,29476393.2826248,30735908.3562595,347.34173153362,31050691.2024497,0.290375203915171,0.0272692454998085,1138670712.49433,106932998.354504,102805824.870348,1593238.72148174,1435600.93002876,71360323.7884717,69008014.5150872,0,1138670712.49433,0.000305041420423247,0.0269927978466493,0.0258866702719129,0.0902858251663869,0.00126076917082023,0.0606040128703415,"311225","Fats and oils refining and blending",701332508.092025,0.90502277594411
"201",200,"311230","Breakfast cereal manufacturing",34000,0,0,0,0,0,0,0,0,0.236236016670322,0.109295717475137,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"311230","Breakfast cereal manufacturing",242007467.12119,0
"202",201,"311300","Sugar and confectionery product manufacturing",34000,0,64,1053,67938933,86001901.9719118,89676730.5323901,1125.38721016893,90595157.8047134,0.484681064791562,0.145020099936131,624707594.634212,186917056.154595,179702827.340584,2685162.78924278,2419488.14420634,89919106.8498528,86955029.0869163,0,624707594.634212,0.00180146234788115,0.143549928482779,0.137667450677095,0.287659104650083,0.00387299300502828,0.13919316786573,"311300","Sugar and confectionery product manufacturing",802683613.751408,0.840402690701045
"203",202,"311410","Frozen food manufacturing",34000,0,23,1566,59618752,75469628.9562234,78694417.4966862,1673.65277409738,79500369.0381783,0.778713168971738,0.157747279519246,503972995.797235,102091979.699221,98151649.6042697,2754305.66137458,2481789.90112382,18965361.8397507,18340190.9582258,0,503972995.797235,0.00332091756513627,0.15614808363333,0.149749350829479,0.194755771485343,0.00492445016264786,0.0363912176072321,"311410","Frozen food manufacturing",725081895.583116,0.776202049243342
"204",203,"311420","Fruit and vegetable canning, pickling, and drying",34000,0,33,2124,136491804,172780970.045223,180163835.178098,2270.01180854588,182008989.196666,0.733662145499383,0.13651485602845,1333254083.04818,248082840.736968,238507864.46286,9116823.42583066,8214789.16659661,54406849.4767314,52613391.5751233,0,1333254083.04818,0.00170261005565872,0.135130908255832,0.129593430271144,0.178891531250792,0.00616145809793086,0.0394623892355422,"311420","Fruit and vegetable canning, pickling, and drying",1048755136.77778,0.879908602860019
"205",204,"31151A","Fluid milk and butter manufacturing",34000,1,14,1017,61355785,77668488.0667717,80987233.0206932,1086.9124337529,81816666.5100123,0.627664848785325,0.11293152151289,724480334.754666,130350881.793598,125319874.422128,3541513.5558063,3191110.08656416,43119480.837361,41698097.7878962,0,724480334.754666,0.00150026492316174,0.111786654703496,0.107205791987539,0.172978987020491,0.00440468834484622,0.0575558725165627,"31151A","Fluid milk and butter manufacturing",877804347.796424,0.853015447519267
"206",205,"311513","Cheese manufacturing",34000,0,15,786,34035796,43084915.5539135,44925917.6082056,840.032618416694,45386027.9146426,0.544414893617021,0.0643164608665598,705667371.978178,83366616.9804866,80149008.7925542,1065811.28713503,960358.077177029,35448883.4101111,34280352.5970516,0,705667371.978178,0.00119040875598634,0.0636644393551399,0.0610555585603098,0.113579020336274,0.00136092175338203,0.0485786277760788,"311513","Cheese manufacturing",896770248.048246,0.771761086073546
"207",206,"311514","Dry, condensed, and evaporated dairy product manufacturing",34000,1,6,76,4601751,5825221.57657594,6074131.07892284,81.2245279894005,6136339.49804595,0.547236180904523,0.0814023022873374,75382874.0173175,11213329.2939499,10780540.9494422,184190.146874891,165966.055551178,4696848.74530973,4542022.64205344,0,75382874.0173175,0.00107749311827433,0.080577069501588,0.0772751324821833,0.143010479369168,0.0022016413902321,0.0602527125857527,"311514","Dry, condensed, and evaporated dairy product manufacturing",386106420.174688,0.602647259715345
"208",207,"311520","Ice cream and frozen dessert manufacturing",34000,0,37,222,5484261,6942365.09293396,7239009.71282985,237.261121232196,7313148.27592649,0.400455062571104,0.123740332786501,59100764.5707923,18262094.700396,17557253.0315713,139818.852356086,125984.933564301,10386543.3178806,10044163.1145973,0,59100764.5707923,0.00401451864379858,0.122485889402645,0.117466586825932,0.297073196245047,0.00213169718664796,0.169949799931373,"311520","Ice cream and frozen dessert manufacturing",287933061.480945,0.59294861146506
"209",208,"31161A","Animal (except poultry) slaughtering, rendering, and processing",34000,1,61,2657,125007002,158242696.154892,165004346.374059,2839.65224826101,166694243.97472,0.625068809864582,0.105802111383394,1575528520.132,266681429.858631,256388624.616414,15849632.5797772,14281442.5517984,80278459.5848377,77632174.4377272,0,1575528520.132,0.00180234899716262,0.104729520453387,0.100437849352061,0.162731820681313,0.00906454079968157,0.0492737347789954,"31161A","Animal (except poultry) slaughtering, rendering, and processing",2978090007.78752,0.77535576537967
"210",209,"311615","Poultry processing",34000,1,11,335,15812801,20016960.8419277,20872277.965262,358.029169426963,21086042.1068069,0.877313532084673,0.161051432291667,130927380.196282,24034784.983542,23107141.236449,250969.726385017,226138.348101604,2583963.81553553,2498786.48277298,0,130927380.196282,0.00273456299889463,0.159418739869162,0.152885980090023,0.176488227304384,0.00172720440722624,0.0190852858968603,"311615","Poultry processing",1297068615.42958,0.483329925133775
"211",210,"311700","Seafood product preparation and packaging",34000,0,17,578,21448392,27150890.141874,28311037.3508084,617.733910235177,28600985.7984869,0.700158856235107,0.17151473878782,166755265.469454,40849280.9078786,39272666.8448285,1029386.81960234,927537.509385968,10746174.5258486,10391939.502119,0,166755265.469454,0.00370443421079459,0.169775972417462,0.162818787553353,0.235510805216658,0.00556226819449893,0.0623185089410123,"311700","Seafood product preparation and packaging",316894712.887025,0.707904099689502
"212",211,"311810","Bread and bakery product manufacturing",34000,0,537,8563,255777796,323781607.494243,337616672.432295,9151.6530680689,341074385.015169,0.702760631001372,0.248033163882837,1375116051.72396,485335077.079045,466603141.269944,65646069.5150874,59150933.9924562,73046753.7687687,70638853.3115028,0,1375116051.72396,0.00665518597982738,0.245518676048491,0.235457659801384,0.339319100147927,0.0430152305460325,0.0513693758595458,"311810","Bread and bakery product manufacturing",1222743073.69206,0.851377364327901
"213",212,"3118A0","Cookie, cracker, pasta, and tortilla manufacturing",34000,2,39,2740,144531422,182958086.590866,190775816.042874,2928.35798277575,192729653.022805,0.477414772727273,0.162815482245798,1183730505.01332,403694363.96327,388113423.558618,10309262.8132758,9289246.54108666,192513078.844701,186167111.27375,0,1183730505.01332,0.00247383840356703,0.161164906399643,0.154560591127798,0.327873128144358,0.00784743360228105,0.157271533077248,"3118A0","Cookie, cracker, pasta, and tortilla manufacturing",604768276.876024,0.870215517350215
"214",213,"311910","Snack food manufacturing",34000,0,19,888,42421060,53699575.2297816,55994137.6547429,949.044484928784,56567603.5115714,0.295069667738478,0.116179945982444,486896452.164982,191709313.753346,184310123.526159,2508830.19162081,2260602.19841094,127416966.424836,123216815.755732,0,486896452.164982,0.00194917108290451,0.115002147593734,0.110289518420204,0.378540699375863,0.00464288081862002,0.253065749828016,"311910","Snack food manufacturing",689452683.111223,0.79500045947131
"215",214,"311920","Coffee and tea manufacturing",34000,0,22,723,53911530,68245024.0750143,71161107.996778,772.701759688639,71889906.8939387,0.508150646430579,0.117463617463617,612018499.397956,141473611.022475,136013312.096001,2446557.60937157,2204490.97302649,64451502.0218824,62326933.9448227,0,612018499.397956,0.00126254641068652,0.116272805588033,0.111508106604861,0.222237256275419,0.00360200055258959,0.101838316989003,"311920","Coffee and tea manufacturing",220848499.115476,0.908612448790323
"216",215,"311930","Flavoring syrup and concentrate manufacturing",34000,0,13,291,20229148,25607484.9346147,26701683.0260764,311.004442696257,26975149.2169431,0.284561403508772,0.17787038052418,151656218.069855,94795530.540429,91136813.3429004,191866.975458738,172883.325453075,65026915.7658905,62883379.8504831,0,151656218.069855,0.00205072002094239,0.176067182512604,0.168852192547882,0.600943466102535,0.00113996859247434,0.414644256930621,"311930","Flavoring syrup and concentrate manufacturing",255585689.458325,0.722316692003675
"217",216,"311940","Seasoning and dressing manufacturing",34000,0,45,2780,227465122,287941424.165036,300245051.701228,2971.10773434912,303320021.564931,0.620181405895692,0.156913367756741,1933041307.45036,489082740.439249,470206160.253895,14660622.9104106,13210075.5531553,164065698.206504,158657465.131785,0,1933041307.45036,0.00153701202498768,0.15532262582492,0.14895771914198,0.243246824804839,0.00683382993536701,0.082076603598839,"311940","Seasoning and dressing manufacturing",435036146.935882,0.916991631462002
"218",217,"311990","All other food manufacturing",34000,0,75,3212,144437421,182839093.482934,190651738.404699,3432.8050513415,192604304.639298,0.743931088488645,0.152105459785451,1266255037.20229,258900733.709877,248908231.305208,5327714.68729497,4800581.3924076,58409945.1692461,56484529.9190747,0,1266255037.20229,0.00271099024326575,0.150563459021599,0.144393576421149,0.196570377998381,0.00379116469539517,0.0446075460784534,"311990","All other food manufacturing",613201828.782307,0.891236200178869
"219",218,"312110","Soft drink and ice manufacturing",34000,0,33,658,33090600,45612478.6223647,49432018.0263101,703.233413381914,44125628.656144,0.610496701590997,0.141769357273198,311249408.933351,72278242.5214576,69488599.9358547,5015475.19909545,4519235.41857008,22050563.6777436,21323692.7406628,0,311249408.933351,0.00225938875126507,0.158818030195505,0.146546394348758,0.223256969945715,0.0145196594398603,0.0685099862960028,"312110","Soft drink and ice manufacturing",1223367088.12912,0.654506805888384
"220",219,"312120","Breweries",34000,0,14,465,46314276,63840151.703514,69186056.6477338,496.965862040411,61759126.285234,0.207406004356473,0.0904211395540875,683016455.994688,297769230.340541,286276563.990864,92994470.5453796,83793436.9799389,133906615.167239,129492540.848306,0,683016455.994688,0.000727604522085301,0.101294860527155,0.093467955483653,0.419135675983026,0.122681432115584,0.189589196148611,"312120","Breweries",708038989.351005,0.863391553354358
"221",220,"312130","Wineries",34000,0,49,330,7962152,10975125.5005355,11894170.5859737,352.685450480291,10617364.5221233,0.464795432921028,0.147560791421235,71952477.4830897,22843091.3260013,21961442.0477844,3092572.23888876,2786587.79909693,8661291.84472562,8375782.53024674,0,71952477.4830897,0.00490164429102778,0.165305921380804,0.152532975714628,0.305221485291396,0.038728170266991,0.116407145705514,"312130","Wineries",419261482.501969,0.531600337665171
"222",221,"312140","Distilleries",34000,0,6,166,14143264,19495244.1735859,21127754.7399824,177.41146902948,18859749.1508105,0.105878911962562,0.0698033166216737,270184141.149457,178125641.841495,171250725.424962,85425010.8839641,76972912.7338065,67668830.0816391,65438206.5632824,0,270184141.149457,0.000656631689316443,0.0781976123768688,0.0721553977618611,0.633829671484058,0.28489056539861,0.242198547571614,"312140","Distilleries",327816055.713707,0.799984726682327
"223",222,"312200","Tobacco product manufacturing",34000,0,0,0,0,0,0,0,0,0.0620687789171785,0.0455773662878487,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"312200","Tobacco product manufacturing",1306740830.0671,0
"224",223,"313100","Fiber, yarn, and thread mills",34000,0,7,70,3624248,4446798.86418838,4527335.21304855,74.8120652533952,4518281.2556279,0.919158361018826,0.178245463330828,25348646.5865438,4915672.25762891,4363752.13368395,331026.601503157,458090.669095268,24162.5256571648,8127.15462963966,0,25348646.5865438,0.00295132385068278,0.178602640483846,0.175425494572517,0.172149314512138,0.0180716026605714,0.00032061493310471,"313100","Fiber, yarn, and thread mills",73199881.1036873,0.657790754121635
"225",224,"313200","Fabric mills",34000,0,49,477,20213105,24800624.117257,25249790.3100306,509.790787512421,25199294.7059745,0.640984767977329,0.210028437119146,119980394.329551,39313406.440987,34899389.5947797,1118807.92005936,1548260.67259186,11404423.2735332,3835919.83391779,0,119980394.329551,0.0042489507586729,0.210449302580859,0.206705639332514,0.290875770077244,0.0129042805805358,0.0319712220930165,"313200","Fabric mills",452775558.424537,0.709298471627612
"226",225,"313300","Textile and fabric finishing and fabric coating mills",34000,0,62,842,50324945,61746577.0185546,62864874.4769209,899.88227061941,62739154.6284926,0.827156334231806,0.26690584909763,235060995.630499,75849210.1577866,67333039.1688759,2291319.72912954,3170839.39194575,9346769.58813237,3143820.42706038,0,235060995.630499,0.00382829260212089,0.267440688355377,0.262683210597884,0.286449221353249,0.0134894323213457,0.0133744878372006,"313300","Textile and fabric finishing and fabric coating mills",281770437.437328,0.790624449039311
"227",226,"314110","Carpet and rug mills",34000,1,2,106,5387123,6694861.82986719,6922414.19863115,113.286841669427,6716024.08904191,0.685491138480024,0.175971622455275,38165381.413977,9797390.09308523,8697362.16788728,91441.176291996,126540.735518681,2643956.29735714,889304.45299949,0,38165381.413977,0.00296831414942807,0.181379405685594,0.175417134110322,0.227886158755959,0.00331558943813775,0.0233013380202669,"314110","Carpet and rug mills",319986579.829925,0.486055700532781
"228",227,"314120","Curtain and linen mills",34000,1,40,774,54314051,67498935.3065374,69793163.7773217,827.207692944684,67712297.433983,0.752057613168724,0.305282940070996,221801773.195174,90036050.7603713,79927014.6630079,7606223.10321835,10525860.5043195,12252186.4041031,4121068.08990756,0,221801773.195174,0.00372949089192711,0.31466458888905,0.304320990469007,0.360353361975498,0.047456160303359,0.0185799600721913,"314120","Curtain and linen mills",179966552.614322,0.811550164743629
"229",228,"314900","Other textile product mills",34000,0,119,1605,65866846,81856202.8635954,84638422.0240472,1715.33378188142,82114947.8868801,0.802993197278912,0.308359456635319,266296188.165857,102261075.392845,90779442.2717652,3013630.46453207,4170408.02652899,14870537.210232,5001760.04148514,0,266296188.165857,0.00644145075337338,0.317835649871684,0.30738781289882,0.340896514129693,0.0156607875435736,0.0187826948479259,"314900","Other textile product mills",220894520.46066,0.819811949953147
"230",229,"315000","Apparel manufacturing",34000,0,173,4493,170655620,228003000,301214000,4801.86584547864,237119521.216613,0.899735889660569,0.435552609148594,544410746.798482,263543473.080826,250763976.110893,7407876.43406923,11509086.928036,17759279.9280335,3149165.15021696,0,544410746.798482,0.00882029951413889,0.553284448867607,0.418806941892345,0.460615404059457,0.0211404477147403,0.00578453891429637,"315000","Apparel manufacturing",579412683.746676,0.690732798239155
"231",230,"316000","Leather and allied product manufacturing",34000,0,35,508,35179425,42685000,44538000,542.921844981782,48880478.783387,0.890385793018983,0.260853964836742,187386374.64828,54898089.3076141,52236023.8891069,959633.016946238,1490913.07196398,4798165.08473119,850834.849783037,0,187386374.64828,0.00289733896608456,0.237680034546785,0.227791375334086,0.278761057132104,0.00795635795165145,0.00454053743971532,"316000","Leather and allied product manufacturing",111811749.768036,0.791212222917119
"232",231,"322110","Pulp mills",34000,0,0,0,0,0,0,0,0,0.408678756476684,0.124285995666732,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"322110","Pulp mills",216388397.959319,0
"233",232,"322120","Paper mills",34000,0,16,317,28346522,34589817.6970712,36185550.0695236,338.791781218947,35811544.9554611,0.45014012143858,0.153766378811751,232895807.472344,79556438.6507312,52003550.8942314,2049415.97697374,7234379.65526102,26545250.202491,-2128713.80890196,0,232895807.472344,0.00145469248629208,0.155372269094284,0.148520568371239,0.223291056454104,0.0310627302989131,-0.0091401980654149,"322120","Paper mills",1728869232.73689,0.603225969284943
"234",233,"322130","Paperboard mills",34000,0,4,41,1760883,2148715.87970728,2247842.60880657,43.8184953627029,2224609.44999909,0.353197841313584,0.121255124566383,18346519.0271707,6298479.74643761,4117118.83544883,60983.8477176368,215271.234432101,2601977.50261917,-208657.496087865,0,18346519.0271707,0.00238838197577475,0.1225214769885,0.117118450455102,0.224408719133667,0.0117336282764753,-0.0113731381838075,"322130","Paperboard mills",925887631.593999,0.14424587965417
"235",234,"322210","Paperboard container manufacturing",34000,0,85,4000,262762972,320636277.671759,335428193.9676,4274.97515733687,331961289.092488,0.822478659500474,0.210707487952051,1575460332.80046,403610823.524712,263827747.428173,17474522.0000639,61684561.7790817,29360533.3843556,-2354476.69075426,0,1575460332.80046,0.00271347686027606,0.212908054226512,0.203519105493321,0.167460736354565,0.0391533575900538,-0.00149446903976888,"322210","Paperboard container manufacturing",1643465952.16841,0.852931690244824
"236",235,"322220","Paper bag and coated and treated paper manufacturing",34000,0,53,2274,130507183,159251271.39507,166598011.7377,2430.32337694601,164876094.88794,0.654008438818565,0.21142991533396,779814410.97166,252100867.667367,164790437.13578,3596473.96629811,12695450.0134632,53419626.6460813,-4283820.8734318,0,779814410.97166,0.003116540734247,0.213638026424924,0.204216886934213,0.211320071567347,0.0162800915638947,-0.00549338510953407,"322220","Paper bag and coated and treated paper manufacturing",690045117.666161,0.83686067169411
"237",236,"322230","Stationery product manufacturing",34000,0,22,870,39612358,48336943.8328667,50566872.4995925,929.807096720768,50044225.5070593,0.645612708018154,0.218286445012788,229259427.923377,77514312.9705125,50668677.3309502,1034836.82899823,3652944.34430747,16921498.5186191,-1356966.9635481,0,229259427.923377,0.00405569840744578,0.22056616365846,0.210839502962652,0.221010223177756,0.0159336712012051,-0.00591891454951036,"322230","Stationery product manufacturing",192541552.112362,0.818153660492868
"238",237,"322291","Sanitary paper product manufacturing",34000,0,10,2261,335924434,409911485.156868,428821935.406516,2416.42970768466,424389735.355499,0.522205535292856,0.237024052974973,1790492272.95218,812687163.718973,531228131.830908,2393432.90462327,8448749.54913107,251424427.980902,-20162200.3053488,0,1790492272.95218,0.00134958957611162,0.239499461619831,0.228937868847097,0.296693898016669,0.00471867411926927,-0.0112607022157683,"322291","Sanitary paper product manufacturing",363508786.406466,0.93104582009537
"239",238,"322299","All other converted paper product manufacturing",34000,0,23,587,30626934,37372488.3666586,39096593.7102617,627.352604339185,38692500.7515539,0.570099255583127,0.193800084352594,199651619.764819,67869761.9276441,44364336.5445089,302734.30644516,1068643.42432346,18769526.9995999,-1505163.86192725,0,199651619.764819,0.00314223648712783,0.195824074737364,0.187188505711508,0.222208748402683,0.00535254071858907,-0.00753895141797633,"322299","All other converted paper product manufacturing",146668700.092029,0.886751535525691
"240",239,"323110","Printing",34000,0,907,13303,737326349,900903680.809248,961199884.954885,14217.4986295131,946885718.507632,0.69263299966258,0.313206318851784,3023201198.42703,1367081439.90961,1174831701.68183,25106064.9330275,43490131.172597,335998431.114223,181036630.745101,0,3023201198.42703,0.00470279604179518,0.317941090210932,0.297996600847468,0.388605198454239,0.0143854571092473,0.0598824288768124,"323110","Printing",2853713634.30735,0.906892560635209
"241",240,"323120","Support activities for printing",34000,0,100,1850,100539442,122844319.190752,131066115.045115,1977.1760102683,129114281.492369,0.764335034524167,0.456763545030499,282672036.542994,168923673.075836,145168298.318169,871619.923855713,1509868.827403,33339462.087481,17963369.2548992,0,282672036.542994,0.00699459357369995,0.46366848538688,0.43458249600175,0.513557336953241,0.00534141560611482,0.0635484481400656,"323120","Support activities for printing",319362063.653675,0.874166306268044
"242",241,"324110","Petroleum refineries",34000,0,29,1540,193021424,285228356.364942,538562894.446738,1645.86543557469,269803738.103549,0.0856200480407271,0.0210529099596255,12815508099.4014,3151174804.00397,1982555878.38846,37898354.2235231,109078225.907946,1774910994.61389,1567178602.46717,0,12815508099.4014,0.000128427638046717,0.0420243107233411,0.0222565000273587,0.154699748383841,0.00851142421056572,0.122287668215073,"324110","Petroleum refineries",17596018807.803,0.915934407954997
"243",242,"324121","Asphalt paving mixture and block manufacturing",34000,0,18,823,68474898,101185568.959418,191056715.361426,879.57613862206,95713641.8528298,0.267825044937088,0.110188989317995,868631634.115539,357373754.479581,224841045.576079,2424888.44839391,6979261.64327487,162153188.650933,143175070.945372,0,868631634.115539,0.00101259970749012,0.219951367021032,0.116488468742504,0.258845103891499,0.00803477719342022,0.164828294667343,"324121","Asphalt paving mixture and block manufacturing",443193389.667757,0.950466998522022
"244",243,"324122","Asphalt shingle and coating materials manufacturing",34000,0,7,176,11848862,17509100.0937545,33060358.1839701,188.098906922822,16562240.5721817,0.381236272356448,0.145369705671213,113931857.368144,43443506.7518873,27332403.0070706,360201.106462807,1036723.05745285,16543522.2468275,14607298.1424669,0,113931857.368144,0.00165097727069458,0.290176592813223,0.153680458637464,0.239901320301945,0.00909950106494734,0.1282108312802,"324122","Asphalt shingle and coating materials manufacturing",225143832.441653,0.81055930099616
"245",244,"324190","Other petroleum and coal products manufacturing",34000,0,15,531,72199872,106689974.581885,201450032.007866,567.502952136469,100920379.47144,0.174783920976814,0.0889851225815464,1134126430.84192,577400821.01046,363270673.028386,4136570.97837235,11905789.3913264,295640229.442226,261039028.44499,0,1134126430.84192,0.000500387731652795,0.177625727193678,0.0940723817737705,0.32030879728172,0.0104977620374195,0.230167485164072,"324190","Other petroleum and coal products manufacturing",580344136.755457,0.93817906017133
"246",245,"325110","Petrochemical manufacturing",34000,1,4,322,30855080,39103800.6334831,41350032.6150726,344.135500165618,38861445.4523465,0.174467027161415,0.0367451663154037,1057593402.04852,222743781.931886,189034655.863139,5862905.91557626,12685093.7108219,150191435.50864,133531960.519246,0,1057593402.04852,0.000325394900818253,0.0390982323972323,0.036974323551698,0.178740388789289,0.0119943011049911,0.126260205728023,"325110","Petrochemical manufacturing",4873306886.38581,0.714874563096516
"247",246,"325120","Industrial gas manufacturing",34000,0,19,1138,158638055,201047959.545187,212596718.214365,1216.23043226234,199801916.606563,0.339876253467036,0.171844660194175,1162689119.23593,587866656.0797,498901338.846006,12879680.3926535,27866719.1830907,316456940.556684,281355028.995814,0,1162689119.23593,0.00104604955197447,0.182849150901209,0.172916350741552,0.429092635849092,0.0239674722348855,0.24198646425857,"325120","Industrial gas manufacturing",338833798.922237,0.929684129292439
"248",247,"325130","Synthetic dye and pigment manufacturing",34000,1,20,912,76942075,97511578.6809336,103112917.248031,974.694335872805,96907227.2897316,0.414670658682635,0.136688872440168,708962079.792928,233696851.370183,198330132.908361,8907041.89708207,19271443.6795798,107107178.812412,95226678.6988931,0,708962079.792928,0.00137481871549109,0.1454420767866,0.137541317737917,0.279747166401747,0.0271826155853195,0.134318437350989,"325130","Synthetic dye and pigment manufacturing",408139671.266218,0.851399208668146
"249",248,"325180","Other basic inorganic chemical manufacturing",34000,0,29,867,85359225,108178948.705647,114393050.925401,926.600865352766,107508483.730785,0.270491146542745,0.112387229934419,956589852.721876,397456571.517751,337307131.834445,8864413.04716752,19179211.09667,237177100.310799,210869035.824276,0,956589852.721876,0.000968650109256564,0.11958421950631,0.113088120679761,0.352614164654447,0.0200495656964138,0.22043829466126,"325180","Other basic inorganic chemical manufacturing",1184320035.5118,0.857704563713448
"250",249,"325190","Other basic organic chemical manufacturing",34000,0,40,2991,323489068,409969833.887426,433519650.975446,3196.61267389864,407428947.535135,0.254460303300624,0.03471215178834,11737357857.256,1601149343.33703,1358837999.77753,95256038.7890435,206097760.387127,917811631.428684,816006492.760296,0,11737357857.256,0.000272345165988316,0.0369350288410475,0.0349286303504825,0.115770347662826,0.0175591272664246,0.0695221618599491,"325190","Other basic organic chemical manufacturing",4780576082.4158,0.935330728870536
"251",250,"325211","Plastics material and resin manufacturing",34000,0,39,819,65571579,83101322.454477,87874895.487933,875.301163464723,82586282.0816776,0.259270211130167,0.0518589493357938,1592517456.28166,318533632.235193,270328064.955047,26123133.132447,56520503.0708388,174116917.347295,154803589.527009,0,1592517456.28166,0.000549633638244977,0.0551798632670004,0.0521823620373425,0.169748886512196,0.035491292637261,0.0972068399730184,"325211","Plastics material and resin manufacturing",2398979209.96452,0.786246909148533
"252",251,"3252A0","Synthetic rubber and artificial and synthetic fibers and filaments manufacturing",34000,2,4,24,2899094,3674130.60649096,3885182.97324659,25.6498509440212,3651359.30103649,0.616271820448878,0.124370910920986,29358627.9460172,5924916.86278455,5028264.36033436,222572.798992356,481562.701730728,1706913.93030053,1517580.29862848,0,29358627.9460172,0.000873673353917782,0.132335304646744,0.125146536590426,0.171270413916482,0.0164027659131821,0.0516911179030201,"3252A0","Synthetic rubber and artificial and synthetic fibers and filaments manufacturing",371046888.661505,0.346076120910309
